Date,Open,High,Low,Close,Adj Close,Volume
2017-09-18,21.420000,21.469999,21.120001,21.200001,20.225212,13922900
2017-09-19,21.200001,21.480000,21.170000,21.400000,20.416014,10078900
2017-09-20,21.360001,21.480000,21.200001,21.480000,20.492334,17051700
2017-09-21,21.500000,21.700001,21.270000,21.360001,20.377855,9042900
2017-09-22,21.379999,21.620001,21.360001,21.520000,20.530497,12365600
2017-09-25,21.520000,21.580000,21.360001,21.500000,20.511415,8295000
2017-09-26,21.600000,21.600000,21.110001,21.180000,20.206129,24397700
2017-09-27,21.270000,21.280001,20.830000,21.100000,20.129808,13320700
2017-09-28,21.180000,21.209999,21.030001,21.059999,20.091646,10429400
2017-09-29,21.120001,21.190001,20.830000,21.040001,20.072569,13225300
2017-10-02,20.920000,20.920000,20.480000,20.700001,19.748201,17620100
2017-10-03,20.680000,21.510000,20.590000,21.420000,20.435095,20186000
2017-10-04,21.370001,21.500000,21.080000,21.200001,20.225212,13302000
2017-10-05,21.350000,21.549999,21.190001,21.230000,20.253828,17195000
2017-10-06,21.110001,21.129999,20.889999,21.070000,20.101187,7564200
2017-10-09,20.959999,21.200001,20.870001,21.070000,20.101187,5283100
2017-10-10,21.309999,21.830000,21.200001,21.559999,20.568657,32801000
2017-10-11,21.610001,21.740000,21.430000,21.629999,20.635439,26552700
2017-10-12,21.629999,21.629999,21.629999,21.629999,20.635439,0
2017-10-13,21.850000,22.700001,21.809999,22.129999,21.112450,26243900
2017-10-16,22.250000,22.250000,21.760000,21.920000,20.912104,13271300
2017-10-17,21.920000,21.990000,21.639999,21.750000,20.749920,7051900
2017-10-18,21.799999,21.940001,21.680000,21.780001,20.778543,14515700
2017-10-19,21.700001,21.860001,21.459999,21.830000,20.826242,7696100
2017-10-20,21.830000,21.910000,21.459999,21.530001,20.540039,11901300
2017-10-23,21.650000,21.650000,21.180000,21.299999,20.320610,8081700
2017-10-24,21.440001,21.440001,21.240000,21.320000,20.339691,11173800
2017-10-25,21.400000,21.450001,20.820000,21.190001,20.215672,15875200
2017-10-26,21.280001,21.299999,20.850000,21.040001,20.072569,11557100
2017-10-27,21.160000,21.330000,20.889999,20.910000,19.948545,14504400
2017-10-30,20.870001,20.990000,20.650000,20.959999,19.996244,17553000
2017-10-31,21.049999,21.170000,20.740000,20.900000,19.939005,14383100
2017-11-01,21.000000,21.219999,20.740000,20.740000,19.786360,16742000
2017-11-02,20.740000,20.740000,20.740000,20.740000,19.786360,0
2017-11-03,20.740000,20.780001,20.430000,20.600000,19.652800,20765200
2017-11-06,20.650000,20.740000,20.389999,20.540001,19.595558,12867100
2017-11-07,20.430000,20.530001,20.100000,20.200001,19.271193,17643000
2017-11-08,20.150000,20.410000,19.860001,20.270000,19.337973,19153700
2017-11-09,20.340000,20.370001,20.070000,20.219999,19.290272,12872400
2017-11-10,20.320000,20.370001,19.950001,20.209999,19.280729,15202100
2017-11-13,20.200001,20.340000,19.990000,20.219999,19.290272,9161800
2017-11-14,20.270000,20.389999,20.200001,20.200001,19.271193,14925800
2017-11-15,20.200001,20.200001,20.200001,20.200001,19.271193,0
2017-11-16,20.219999,20.590000,20.190001,20.420000,19.481077,15850600
2017-11-17,20.389999,20.680000,20.299999,20.540001,19.595558,9254300
2017-11-20,20.540001,20.540001,20.540001,20.540001,19.595558,0
2017-11-21,20.680000,20.950001,20.510000,20.809999,19.853140,13285900
2017-11-22,20.709999,21.030001,20.700001,20.830000,19.872223,16883600
2017-11-23,20.750000,20.850000,20.510000,20.709999,19.757740,5661300
2017-11-24,20.660000,20.740000,20.520000,20.620001,19.671881,4749100
2017-11-27,20.600000,20.780001,20.360001,20.740000,19.786360,8687300
2017-11-28,20.770000,20.980000,20.639999,20.780001,19.824524,15988200
2017-11-29,20.959999,20.959999,20.510000,20.559999,19.614637,15064800
2017-11-30,20.500000,20.709999,20.350000,20.559999,19.614637,24640800
2017-12-01,20.450001,20.520000,20.299999,20.450001,19.509697,7933800
2017-12-04,20.490000,20.740000,20.400000,20.580000,19.633717,11058600
2017-12-05,20.510000,20.900000,20.480000,20.549999,19.605095,15592800
2017-12-06,20.410000,20.799999,20.410000,20.709999,19.757740,8274000
2017-12-07,20.540001,20.799999,20.360001,20.719999,19.767281,12967300
2017-12-08,20.790001,21.100000,20.740000,21.020000,20.053488,18886800
2017-12-11,21.049999,21.180000,20.930000,21.150000,20.177509,13067700
2017-12-12,21.100000,21.500000,20.940001,21.500000,20.511415,23500800
2017-12-13,21.650000,21.719999,21.010000,21.049999,20.082106,27138100
2017-12-14,21.100000,21.100000,20.750000,20.969999,20.005785,18025500
2017-12-15,20.900000,21.090000,20.790001,20.900000,19.939005,18692900
2017-12-18,20.969999,21.059999,20.790001,20.910000,19.948545,18404300
2017-12-19,20.639999,20.650000,20.459999,20.590000,19.938862,8259800
2017-12-20,20.600000,20.719999,20.559999,20.700001,20.045382,8924800
2017-12-21,20.700001,21.049999,20.600000,20.969999,20.306845,18289100
2017-12-22,20.950001,21.139999,20.780001,21.030001,20.364946,9495400
2017-12-25,21.030001,21.030001,21.030001,21.030001,20.364946,0
2017-12-26,21.030001,21.340000,20.910000,21.250000,20.577990,8193200
2017-12-27,21.270000,21.469999,21.270000,21.400000,20.723246,5441900
2017-12-28,21.400000,21.450001,21.230000,21.280001,20.607042,9896000
2017-12-29,21.280001,21.280001,21.280001,21.280001,20.607042,0
2018-01-02,21.330000,21.750000,21.170000,21.690001,21.004074,12717900
2018-01-03,21.559999,21.969999,21.559999,21.740000,21.052494,9389900
2018-01-04,21.740000,21.820000,21.490000,21.620001,20.936291,9150100
2018-01-05,21.620001,21.750000,21.540001,21.700001,21.013760,11510200
2018-01-08,21.700001,21.700001,21.490000,21.660000,20.975023,7074000
2018-01-09,21.650000,21.690001,21.520000,21.600000,20.916922,5850700
2018-01-10,21.450001,21.719999,21.440001,21.600000,20.916922,5434100
2018-01-11,21.700001,21.870001,21.520000,21.850000,21.159016,8663800
2018-01-12,21.690001,21.940001,21.459999,21.600000,20.916922,15529600
2018-01-15,21.600000,21.850000,21.600000,21.820000,21.129963,4853800
2018-01-16,21.820000,22.070000,21.799999,21.900000,21.207434,9196800
2018-01-17,21.950001,22.059999,21.799999,22.030001,21.333323,11318200
2018-01-18,21.920000,22.080000,21.840000,21.920000,21.226801,7703100
2018-01-19,21.990000,22.059999,21.830000,22.000000,21.304272,10712900
2018-01-22,21.889999,21.990000,21.840000,21.900000,21.207434,9900600
2018-01-23,21.889999,22.000000,21.660000,21.820000,21.129963,9624900
2018-01-24,21.959999,22.030001,21.620001,21.889999,21.197748,21173700
2018-01-25,21.889999,21.889999,21.889999,21.889999,21.197748,0
2018-01-26,21.910000,21.930000,21.709999,21.879999,21.188066,14872900
2018-01-29,21.799999,21.850000,21.680000,21.840000,21.149330,8321700
2018-01-30,21.730000,22.000000,21.730000,21.870001,21.178383,12080100
2018-01-31,21.959999,22.260000,21.920000,21.950001,21.255852,12252600
2018-02-01,22.030001,22.520000,22.030001,22.230000,21.595869,23424100
2018-02-02,21.920000,22.110001,21.690001,22.010000,21.382145,12316800
2018-02-05,21.840000,22.000000,21.680000,21.680000,21.061560,12556400
2018-02-06,21.520000,21.840000,21.100000,21.620001,21.003271,18958500
2018-02-07,21.680000,22.030001,21.480000,21.620001,21.003271,12915900
2018-02-08,21.709999,21.920000,21.510000,21.660000,21.042128,20079400
2018-02-09,21.580000,21.790001,21.250000,21.490000,20.876978,17136400
2018-02-14,21.709999,22.400000,21.660000,22.240000,21.605583,17857000
2018-02-15,22.240000,22.450001,22.219999,22.299999,21.663872,10312600
2018-02-16,22.270000,22.520000,22.049999,22.430000,21.790163,13084500
2018-02-19,22.469999,22.510000,22.200001,22.340000,21.702732,2501800
2018-02-20,22.230000,22.709999,22.150000,22.709999,22.062176,15588100
2018-02-21,22.780001,22.820000,22.370001,22.400000,21.761019,22576300
2018-02-22,22.450001,22.500000,22.250000,22.420000,21.780449,16270400
2018-02-23,22.480000,22.650000,21.820000,21.969999,21.343285,32687400
2018-02-26,22.219999,22.240000,21.799999,22.150000,21.518150,19128700
2018-02-27,22.250000,22.350000,22.049999,22.219999,21.586155,9223300
2018-02-28,22.299999,22.389999,22.000000,22.000000,21.372431,62731700
2018-03-01,22.680000,22.740000,22.100000,22.340000,21.702732,20943200
2018-03-02,22.219999,22.580000,22.020000,22.580000,21.935884,13813000
2018-03-05,22.400000,22.820000,22.379999,22.520000,21.877596,13439700
2018-03-06,22.570000,22.920000,22.440001,22.770000,22.120466,16957900
2018-03-07,22.740000,23.160000,22.639999,23.070000,22.411905,13617400
2018-03-08,22.959999,23.480000,22.940001,23.299999,22.635345,16683100
2018-03-09,23.350000,23.549999,23.240000,23.440001,22.771353,10929200
2018-03-12,23.440001,24.139999,23.320000,23.980000,23.295948,18557700
2018-03-13,24.020000,24.150000,23.730000,23.959999,23.276520,8862600
2018-03-14,23.820000,24.340000,23.820000,24.270000,23.577675,8575500
2018-03-15,24.059999,24.299999,23.799999,23.879999,23.198801,20333500
2018-03-16,23.799999,23.980000,23.540001,23.610001,22.936502,20736400
2018-03-19,23.480000,23.799999,23.309999,23.790001,23.111370,9433700
2018-03-20,23.950001,23.950001,23.570000,23.690001,23.014221,8410300
2018-03-21,23.620001,24.070000,23.559999,23.889999,23.208515,9439300
2018-03-22,23.990000,24.080000,23.730000,24.010000,23.325092,10445800
2018-03-23,23.780001,24.150000,23.780001,23.920000,23.237659,8839900
2018-03-26,24.150000,24.150000,23.670000,24.000000,23.315378,9371800
2018-03-27,23.959999,24.070000,23.680000,23.840000,23.159941,10656100
2018-03-28,23.680000,23.969999,23.600000,23.820000,23.140512,8930200
2018-03-29,23.820000,24.209999,23.780001,24.070000,23.383381,12454500
2018-04-02,24.070000,24.129999,23.750000,23.850000,23.169659,5557700
2018-04-03,23.900000,24.200001,23.870001,24.200001,23.509674,9681500
2018-04-04,23.889999,24.280001,23.860001,24.190001,23.499960,12759600
2018-04-05,24.389999,24.559999,24.030001,24.030001,23.344522,12111900
2018-04-06,23.520000,23.520000,22.920000,23.250000,22.586773,24189300
2018-04-09,23.059999,23.469999,23.059999,23.290001,22.625631,16524900
2018-04-10,23.420000,23.850000,23.270000,23.799999,23.121082,15457400
2018-04-11,23.610001,24.049999,23.610001,23.850000,23.169659,11508300
2018-04-12,23.959999,24.000000,23.209999,23.290001,22.625631,12543200
2018-04-13,23.280001,23.430000,23.030001,23.260000,22.596487,13368500
2018-04-16,23.260000,23.379999,22.850000,22.980000,22.324474,21613800
2018-04-17,23.020000,23.260000,22.770000,23.110001,22.450768,11712400
2018-04-18,23.230000,23.530001,23.049999,23.350000,22.683920,21079600
2018-04-19,23.219999,23.500000,23.139999,23.500000,22.829639,15997900
2018-04-20,23.450001,23.510000,23.209999,23.430000,22.761639,8479200
2018-04-23,23.309999,23.549999,23.230000,23.450001,22.781069,8104000
2018-04-24,23.520000,23.650000,23.280001,23.309999,22.645061,11955300
2018-04-25,23.219999,23.350000,23.100000,23.170000,22.509054,9453300
2018-04-26,23.160000,23.590000,23.160000,23.309999,22.645061,12020200
2018-04-27,23.510000,23.520000,23.180000,23.180000,22.518768,8596100
2018-04-30,23.230000,23.480000,23.219999,23.330000,22.664492,6094800
2018-05-02,23.170000,23.350000,22.540001,22.670000,22.023317,19421600
2018-05-03,22.540001,22.860001,22.530001,22.600000,21.955315,11561100
2018-05-04,22.469999,22.780001,22.420000,22.500000,21.858168,23312500
2018-05-07,22.629999,22.680000,22.230000,22.340000,21.702732,12905400
2018-05-08,22.250000,22.719999,22.230000,22.440001,21.799879,23215000
2018-05-09,22.350000,22.350000,21.840000,21.910000,21.284998,32018000
2018-05-10,22.040001,22.070000,21.690001,21.799999,21.178135,27321400
2018-05-11,21.799999,21.920000,21.629999,21.850000,21.226709,9202600
2018-05-14,21.860001,22.000000,21.690001,21.709999,21.090702,13097400
2018-05-15,21.510000,21.580000,21.350000,21.459999,20.847834,13753400
2018-05-16,21.389999,21.740000,21.340000,21.510000,20.896408,15282900
2018-05-17,21.440001,21.490000,21.000000,21.090000,20.488388,23567200
2018-05-18,20.809999,20.889999,20.230000,20.629999,20.041510,64364800
2018-05-21,20.590000,20.780001,20.219999,20.299999,19.720924,27295100
2018-05-22,20.450001,20.450001,20.040001,20.150000,19.575201,26645200
2018-05-23,20.059999,20.299999,20.030001,20.049999,19.478056,19890600
2018-05-24,19.920000,20.389999,19.870001,20.330000,19.750069,21344000
2018-05-25,20.280001,20.360001,19.969999,20.160000,19.584919,23578900
2018-05-28,19.870001,20.080000,19.549999,19.760000,19.196329,12122600
2018-05-29,19.799999,19.959999,19.389999,19.590000,19.031178,21280400
2018-05-30,19.559999,19.930000,19.440001,19.690001,19.128325,32485100
2018-06-01,19.600000,20.090000,19.600000,19.940001,19.371195,14595000
2018-06-04,20.150000,20.320000,20.000000,20.040001,19.468340,11908700
2018-06-05,20.020000,20.180000,19.730000,19.760000,19.196329,19039400
2018-06-06,19.719999,19.840000,19.379999,19.530001,18.972891,17144300
2018-06-07,19.190001,19.620001,18.920000,19.080000,18.535727,32312300
2018-06-08,19.110001,19.190001,18.820000,18.959999,18.419149,18958000
2018-06-11,18.920000,19.180000,18.850000,18.990000,18.448294,14660000
2018-06-12,18.940001,19.080000,18.760000,18.879999,18.341431,15225500
2018-06-13,18.900000,18.959999,18.500000,18.709999,18.176279,16002800
2018-06-14,18.770000,19.180000,18.719999,18.930000,18.390005,20899000
2018-06-15,18.900000,18.969999,18.400000,18.719999,18.185993,33244000
2018-06-18,18.299999,18.730000,18.150000,18.540001,18.166399,19846300
2018-06-19,18.530001,18.990000,18.400000,18.799999,18.421158,18676900
2018-06-20,18.920000,18.930000,18.420000,18.540001,18.166399,19540200
2018-06-21,18.500000,18.670000,18.129999,18.129999,17.764660,12710600
2018-06-22,18.250000,18.500000,18.059999,18.160000,17.794056,10671500
2018-06-25,18.200001,18.450001,18.139999,18.219999,17.852846,10669300
2018-06-26,18.270000,18.320000,17.790001,18.090000,17.725466,19940100
2018-06-27,17.940001,18.219999,17.870001,17.950001,17.588287,11532700
2018-06-28,17.930000,18.180000,17.840000,18.010000,17.647078,10416400
2018-06-29,18.090000,18.309999,17.930000,17.980000,17.617682,13306900
2018-07-02,17.930000,18.240000,17.799999,18.139999,17.774458,7294300
2018-07-03,18.139999,18.410000,18.090000,18.090000,17.725466,10977800
2018-07-04,18.110001,18.240000,17.980000,18.100000,17.735264,7882400
2018-07-05,18.150000,18.430000,18.010000,18.400000,18.029219,11574400
2018-07-06,18.400000,18.400000,17.980000,18.090000,17.725466,19331000
2018-07-10,18.139999,18.209999,18.010000,18.190001,17.823452,12608800
2018-07-11,18.200001,18.260000,17.799999,17.910000,17.549093,13464200
2018-07-12,17.910000,18.299999,17.910000,18.240000,17.872442,18946300
2018-07-13,18.250000,18.480000,18.170000,18.440001,18.068413,11875400
2018-07-16,18.530001,19.030001,18.530001,18.950001,18.568136,18208300
2018-07-17,18.959999,19.370001,18.910000,19.170000,18.783703,14126700
2018-07-18,19.110001,19.230000,18.660000,18.760000,18.381966,11851300
2018-07-19,18.610001,18.879999,18.450001,18.879999,18.499546,10294600
2018-07-20,19.200001,19.280001,18.700001,18.790001,18.411362,14247100
2018-07-23,18.790001,18.910000,18.520000,18.650000,18.274181,6126000
2018-07-24,18.750000,19.040001,18.670000,18.969999,18.587732,13453000
2018-07-25,18.969999,19.000000,18.690001,18.900000,18.519144,14883100
2018-07-26,19.650000,19.940001,19.510000,19.889999,19.489193,33046900
2018-07-27,19.950001,20.299999,19.709999,19.809999,19.410805,16978200
2018-07-30,19.660000,19.790001,19.559999,19.700001,19.303022,12744700
2018-07-31,19.700001,19.790001,19.240000,19.410000,19.018866,13110300
2018-08-01,19.450001,19.709999,19.360001,19.450001,19.058062,9261100
2018-08-02,19.299999,19.440001,19.209999,19.290001,18.901285,8645900
2018-08-03,19.379999,19.580000,19.209999,19.299999,18.911083,13735700
2018-08-06,19.350000,19.410000,19.170000,19.299999,18.911083,6327100
2018-08-07,19.299999,19.340000,19.059999,19.170000,18.783703,14107500
2018-08-08,19.120001,19.330000,19.020000,19.160000,18.773905,21203400
2018-08-09,19.120001,19.440001,19.100000,19.270000,18.881687,14312100
2018-08-10,19.160000,19.219999,18.889999,18.910000,18.528942,18932500
2018-08-13,18.830000,19.209999,18.700001,19.139999,18.754307,10336600
2018-08-14,19.270000,19.459999,19.100000,19.410000,19.018866,20005300
2018-08-15,19.200001,19.590000,19.200001,19.420000,19.028666,17960100
2018-08-16,19.340000,19.430000,18.969999,19.010000,18.626926,10816900
2018-08-17,18.950001,19.299999,18.570000,19.180000,18.793501,20326000
2018-08-20,19.049999,19.260000,18.920000,19.150000,18.764105,13221500
