Date,Open,High,Low,Close,Adj Close,Volume
2017-09-18,17.669201,18.230801,17.415400,18.176901,17.642015,2110030
2017-09-19,18.207701,18.269199,17.838499,18.038500,17.507690,2024490
2017-09-20,17.938499,18.299999,17.415400,17.430799,16.917870,3497780
2017-09-21,17.553900,17.653900,17.223101,17.269199,16.761026,2820740
2017-09-22,17.200001,17.284599,16.869200,16.892300,16.395218,9313460
2017-09-25,16.807699,17.000000,16.630800,16.784599,16.290684,1781780
2017-09-26,16.915400,16.915400,16.423100,16.423100,15.939824,2271490
2017-09-27,16.538500,16.692301,16.238501,16.238501,15.760657,1677780
2017-09-28,16.230801,16.476900,16.169201,16.215401,15.738237,1767610
2017-09-29,16.407700,16.692301,16.200001,16.461500,15.977097,2108730
2017-10-02,16.523100,16.776899,16.307699,16.361500,15.936302,1176760
2017-10-03,16.461500,17.107700,16.330799,17.000000,16.558210,2181530
2017-10-04,17.084600,17.415400,17.061501,17.076900,16.633110,2004600
2017-10-05,17.276899,17.723101,17.130800,17.146200,16.700609,5159700
2017-10-06,17.007700,17.107700,16.746099,17.069201,16.625612,2897310
2017-10-09,17.115400,17.161501,16.930799,17.069201,16.625612,2426970
2017-10-10,17.307699,17.369200,17.100000,17.269199,16.820414,1525420
2017-10-11,17.307699,17.500000,17.123100,17.500000,17.045216,1993550
2017-10-12,17.500000,17.500000,17.500000,17.500000,17.045216,0
2017-10-13,17.515400,17.807699,17.384600,17.653900,17.195114,3062670
2017-10-16,17.807699,17.900000,17.292299,17.500000,17.045216,2124070
2017-10-17,17.415400,17.715401,17.292299,17.338499,16.887909,2407210
2017-10-18,17.423100,17.661501,17.299999,17.369200,16.917814,2364180
2017-10-19,17.307699,17.346100,16.853800,17.023100,16.580708,3397680
2017-10-20,17.123100,17.646200,17.123100,17.230801,16.783012,2167100
2017-10-23,17.592300,17.592300,16.461500,16.646200,16.213604,2491580
2017-10-24,16.846100,17.307699,16.846100,17.146200,16.700609,2180230
2017-10-25,17.353800,17.553900,16.646200,17.115400,16.670609,2377570
2017-10-26,17.192301,17.253901,16.415400,16.576900,16.146103,2899130
2017-10-27,16.615400,16.830799,16.500000,16.607700,16.176100,1737840
2017-10-30,16.600000,16.607700,15.907700,16.192301,15.771498,3000400
2017-10-31,16.246099,16.615400,16.015400,16.369200,15.943802,2315820
2017-11-01,16.553900,16.884600,16.284599,16.284599,15.861400,2300870
2017-11-02,16.284599,16.284599,16.284599,16.284599,15.861400,0
2017-11-03,16.346100,16.715401,16.015400,16.500000,16.071203,3241290
2017-11-06,16.461500,16.846100,16.415400,16.700001,16.266005,1780610
2017-11-07,16.653900,16.776899,16.153900,16.246099,15.823899,2810990
2017-11-08,16.246099,16.930799,16.246099,16.723101,16.288506,2312570
2017-11-09,16.769199,16.984600,16.415400,16.676901,16.243504,2557880
2017-11-10,16.538500,16.838499,16.438499,16.653900,16.221100,2358200
2017-11-13,16.730801,16.753901,16.215401,16.384600,15.958798,2958670
2017-11-14,16.423100,16.530800,16.069201,16.130800,15.711595,3316820
2017-11-15,16.130800,16.130800,16.130800,16.130800,15.711595,0
2017-11-16,16.076900,16.923100,16.076900,16.730801,16.296007,2916810
2017-11-17,16.730801,17.415400,16.653900,17.169201,16.723013,2356900
2017-11-20,17.169201,17.169201,17.169201,17.169201,16.723013,0
2017-11-21,17.315399,17.992300,17.307699,17.823099,17.359917,3634410
2017-11-22,17.823099,18.130800,17.523100,18.076900,17.607121,3286010
2017-11-23,18.069201,18.069201,17.661501,17.923100,17.457317,711490
2017-11-24,18.000000,18.023100,17.653900,17.692301,17.232517,1045850
2017-11-27,17.592300,17.738501,17.400000,17.615400,17.157616,2110940
2017-11-28,17.653900,18.030800,17.530800,17.530800,17.075218,1725620
2017-11-29,17.576900,17.869200,17.323099,17.538500,17.082712,2874950
2017-11-30,17.669201,17.799999,17.469200,17.600000,17.142614,4899700
2017-12-01,17.515400,17.746099,17.269199,17.430799,16.977812,2612870
2017-12-04,17.461500,18.061501,17.415400,17.807699,17.344917,2371330
2017-12-05,17.846100,18.515400,17.646200,18.307699,17.831921,3020810
2017-12-06,18.269199,18.669201,18.100000,18.346100,17.869326,2518230
2017-12-07,18.100000,18.269199,17.607700,17.738501,17.277517,2093000
2017-12-08,17.953800,18.153900,17.715401,17.807699,17.344917,1788800
2017-12-11,17.815399,18.053900,17.646200,17.792299,17.329916,1279720
2017-12-12,17.676901,18.038500,17.146200,18.038500,17.569721,2329990
2017-12-13,18.146200,18.869200,17.946100,18.230801,17.757025,4409730
2017-12-14,18.269199,18.299999,17.715401,17.792299,17.329916,2555280
2017-12-15,17.707701,18.184601,17.707701,18.153900,17.682123,5929430
2017-12-18,18.161501,18.261499,17.938499,18.061501,17.647587,2160080
2017-12-19,18.061501,18.200001,17.615400,17.746099,17.339417,1107210
2017-12-20,17.861500,18.015400,17.807699,17.923100,17.512358,2656030
2017-12-21,17.907700,18.892300,17.753901,18.615400,18.188797,2983890
2017-12-22,18.546200,18.815399,18.453800,18.669201,18.241364,1012960
2017-12-25,18.669201,18.669201,18.669201,18.669201,18.241364,0
2017-12-26,18.553900,19.130800,18.553900,19.000000,18.564585,1193140
2017-12-27,19.092300,19.246099,18.900000,18.992300,18.557056,779480
2017-12-28,19.053900,19.192301,18.546200,18.546200,18.121178,2815800
2017-12-29,18.546200,18.546200,18.546200,18.546200,18.121178,0
2018-01-02,18.730801,19.361500,18.730801,19.246099,18.805042,2406430
2018-01-03,19.153900,19.192301,18.915400,18.953800,18.519442,2326480
2018-01-04,19.061501,19.169201,18.769199,18.769199,18.339069,1658800
2018-01-05,18.938499,18.961500,18.684601,18.846100,18.414209,1276340
2018-01-08,18.853800,19.115400,18.507700,19.000000,18.564585,1673100
2018-01-09,18.992300,19.315399,18.869200,19.307699,18.865231,3095170
2018-01-10,19.184601,19.215401,18.961500,19.153900,18.714956,1849900
2018-01-11,19.284599,19.615400,19.115400,19.523100,19.075693,2049320
2018-01-12,19.423100,19.830799,19.369200,19.669201,19.218447,2228070
2018-01-15,19.692301,19.869200,19.615400,19.799999,19.346245,503230
2018-01-16,19.792299,20.200001,19.738501,20.038500,19.579283,2370290
2018-01-17,20.076900,20.192301,19.869200,19.923100,19.466528,1546480
2018-01-18,19.907700,20.107700,19.515400,19.646200,19.195974,1947400
2018-01-19,19.676901,19.969200,19.592300,19.915400,19.459002,1380600
2018-01-22,19.969200,20.153900,19.584600,19.692301,19.241016,1141920
2018-01-23,19.676901,19.776899,19.030800,19.123100,18.684860,1881620
2018-01-24,19.400000,19.584600,18.923100,19.153900,18.714956,3952390
2018-01-25,19.153900,19.153900,19.153900,19.153900,18.714956,0
2018-01-26,19.223101,19.392300,19.084600,19.238501,18.797617,3281720
2018-01-29,19.153900,19.153900,18.392300,18.623100,18.196320,6103370
2018-01-30,18.461500,18.700001,18.346100,18.461500,18.038422,2355860
2018-01-31,18.461500,18.692301,18.076900,18.230801,17.813009,4724070
2018-02-01,18.269199,18.384600,18.076900,18.076900,17.662636,2892110
2018-02-02,17.846100,17.907700,17.423100,17.500000,17.098959,3712930
2018-02-05,17.446100,17.692301,17.246099,17.307699,16.911064,2672670
2018-02-06,17.207701,18.030800,17.007700,17.830799,17.422173,4735900
2018-02-07,17.953800,18.115400,17.538500,17.615400,17.211712,2936180
2018-02-08,17.707701,17.838499,17.023100,17.100000,16.708122,2494700
2018-02-09,17.092300,17.284599,16.523100,16.861500,16.475088,3440580
2018-02-14,17.292299,17.830799,17.176901,17.615400,17.211712,3634930
2018-02-15,17.807699,18.223101,17.607700,18.007700,17.595022,2713490
2018-02-16,18.007700,18.061501,17.400000,17.592300,17.189140,3038620
2018-02-19,17.746099,17.746099,17.469200,17.669201,17.264282,670410
2018-02-20,17.538500,17.923100,17.507700,17.653900,17.249329,1893710
2018-02-21,17.653900,17.923100,17.569201,17.569201,17.166569,3226860
2018-02-22,17.746099,18.046200,17.600000,17.684601,17.279325,2442960
2018-02-23,17.792299,18.438499,17.707701,18.346100,17.925665,3415100
2018-02-26,18.646200,18.938499,18.384600,18.584600,18.158699,3423420
2018-02-27,18.546200,18.707701,18.230801,18.307699,17.888144,2414360
2018-02-28,18.346100,18.346100,17.807699,18.007700,17.595022,5019560
2018-03-01,17.823099,18.230801,17.569201,17.907700,17.497314,4238390
2018-03-02,17.853800,17.907700,17.492300,17.807699,17.399605,2205970
2018-03-05,17.799999,17.799999,17.353800,17.507700,17.106482,2067390
2018-03-06,17.600000,17.684601,17.438499,17.476900,17.076387,1997710
2018-03-07,17.461500,17.523100,17.100000,17.361500,16.963631,2947360
2018-03-08,17.392300,17.623100,17.115400,17.269199,16.873446,1581190
